index	e_type	Source	from_type	Target	to_type	directed	attributes.tagCount	attributes.res	attributes.layer_id
126	located_on_h3_cell	https://www.openstreetmap.org/way/641933373	osmplace	891f1a61097ffff	h3place	False		6.0	Lifestyle_POS_amenity around (Zwickau) radius=15.0
127	located_on_h3_cell	891f1a61083ffff	h3place	https://www.openstreetmap.org/way/551493732	osmplace	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
128	located_on_h3_cell	https://www.openstreetmap.org/way/397470607	osmplace	891f1a60327ffff	h3place	False		6.0	Lifestyle_POS_amenity around (Zwickau) radius=15.0
129	located_on_h3_cell	https://www.openstreetmap.org/relation/10704607	osmplace	891f1a61d6bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
130	located_on_h3_cell	https://www.openstreetmap.org/node/263521884	osmplace	891f1a6f56fffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
131	located_on_h3_cell	https://www.openstreetmap.org/relation/7662493	osmplace	891f1a6ad8fffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
132	located_on_h3_cell	https://www.openstreetmap.org/way/207082901	osmplace	891f1a62c3bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
133	located_on_h3_cell	https://www.openstreetmap.org/relation/10996299	osmplace	891f1a6a857ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
134	located_on_h3_cell	https://www.openstreetmap.org/relation/10899366	osmplace	891f1a62957ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
135	located_on_h3_cell	https://www.openstreetmap.org/relation/9837404	osmplace	891f1a62d5bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
136	hasOSMTag	stop_area	osmtag	891f1a6c53bffff	h3place	False	2.0		Transport_POS_amenity around (Zwickau) radius=15.0
137	located_on_h3_cell	891f1a71967ffff	h3place	https://www.openstreetmap.org/way/925354355	osmplace	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
138	located_on_h3_cell	https://www.openstreetmap.org/way/309777008	osmplace	891f1a67077ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
139	located_on_h3_cell	https://www.openstreetmap.org/relation/11131203	osmplace	891f1a6510bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
140	hasOSMTag	891f1a62917ffff	h3place	playground	osmtag	False	5.0		Leisure_POS_amenity around (Zwickau) radius=15.0
141	located_on_h3_cell	https://www.openstreetmap.org/node/8764682952	osmplace	891f1a656d3ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
142	located_on_h3_cell	891f1a75e1bffff	h3place	https://www.openstreetmap.org/relation/10301268	osmplace	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
143	located_on_h3_cell	https://www.openstreetmap.org/way/430440695	osmplace	891f1a6d52bffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
144	located_on_h3_cell	891f1a62693ffff	h3place	https://www.openstreetmap.org/way/581334756	osmplace	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
145	located_on_h3_cell	https://www.openstreetmap.org/way/374073489	osmplace	891f1a6f027ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
146	located_on_h3_cell	https://www.openstreetmap.org/relation/10547982	osmplace	891f1a633c3ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
147	located_on_h3_cell	https://www.openstreetmap.org/relation/10340656	osmplace	891f1a6e3d3ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
148	located_on_h3_cell	https://www.openstreetmap.org/relation/9820638	osmplace	891f1a6c06bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
149	located_on_h3_cell	https://www.openstreetmap.org/way/567377245	osmplace	891f1a6a847ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
150	located_on_h3_cell	891f1a673bbffff	h3place	https://www.openstreetmap.org/way/366316146	osmplace	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
151	located_on_h3_cell	https://www.openstreetmap.org/way/120422652	osmplace	891f1a75663ffff	h3place	False		6.0	Services_POS_amenity around (Zwickau) radius=15.0
152	located_on_h3_cell	https://www.openstreetmap.org/way/352966888	osmplace	891f1a75283ffff	h3place	False		6.0	Services_POS_amenity around (Zwickau) radius=15.0
153	located_on_h3_cell	891f1a68ccfffff	h3place	https://www.openstreetmap.org/relation/12725596	osmplace	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
154	located_on_h3_cell	https://www.openstreetmap.org/way/888539350	osmplace	891f1a61b4fffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
155	located_on_h3_cell	https://www.openstreetmap.org/way/234286439	osmplace	891f1a6f56fffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
156	located_on_h3_cell	https://www.openstreetmap.org/way/814876030	osmplace	891f1a60dd7ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
157	located_on_h3_cell	https://www.openstreetmap.org/way/365247431	osmplace	891f1a629b3ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
158	located_on_h3_cell	https://www.openstreetmap.org/way/242707136	osmplace	891f1a619a7ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
159	located_on_h3_cell	https://www.openstreetmap.org/way/332458741	osmplace	891f1a60a43ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
160	located_on_h3_cell	https://www.openstreetmap.org/way/647872009	osmplace	891f1a61093ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
161	located_on_h3_cell	https://www.openstreetmap.org/way/356036039	osmplace	891f1a61d73ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
162	located_on_h3_cell	https://www.openstreetmap.org/way/568964474	osmplace	891f1a623a7ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
163	located_on_h3_cell	https://www.openstreetmap.org/node/6366089256	osmplace	891f1a6c59bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
164	located_on_h3_cell	https://www.openstreetmap.org/way/234162340	osmplace	891f1a6764bffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
165	located_on_h3_cell	https://www.openstreetmap.org/relation/11074376	osmplace	891f1a68503ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
